,review,condition,drugName
51444,"""I recommend a lower dose of  mg if your acne is not that bad.  I started out at  mg the first month, then  mg the second month, and  mg for months -.  I never had any nose bleeds.  I was tired some times, joint pain, stiffness of hips, forgetfulness (for example forgetting that I just took a shower and realizing my hair was wet and I didn&#;t need to take one), possible depression although I was bit irate at times before the taking the med.   I did have a couple bad nightmares. I had chapped lips through like the whole time taking it.  I had the bad habit of biting the skin off my lips..
The positive was no acne not too long after taking it.. although it did flare up a bit about a couple weeks in after taking it.  Hair not oily. :)""",0,5
51477,"""I was on this for  months and only got up to a  mg dose. My lips peeled, my face peeled, I got depressed and finally it made me want to die. I am a super positive person, and I don&#;t think I could have felt so bad about myself. And on top of it my skin did not change because I wasn&#;t able to complete the treatment. Stay away.""",0,5
51478,"""I took accutane in college and it worked miracles. However, my acne has come back and it looks like I&#;m going to have to go through another round. I really enjoyed the results, but it wasn&#;t a permanent effect for me.""",0,5
51485,"""Clonazepam works wonders for anxiety. However, it is extremely addictive. This medication is like booze in a pill and once you get addicted, it&#;s very difficult getting off it. There are terrible withdrawal symptoms from this drug. After using Clonazepam for  years, I&#;m going through what&#;s called &quot;tolerance withdrawal&quot; but of course there is no medical term for it. Doctors will tell you that there is no such thing as &quot;tolerance withdrawal&quot;. &quot;When tolerance develops, &quot;withdrawal&quot; symptoms can appear even though the user continues to take the drug. Thus the symptoms suffered by many long-term users are a mixture of adverse effects of the drugs and &quot;withdrawal&quot; effects due to to tolerance&quot; """,2,2
51523,"""I have suffered with anxiety for as long as I can remember, I have tried quite a lot of anti anxiety medications. Those medications did help with the anxiety but left me feeling a bit foggy. I was prescribed tramadol for pain relief, as a pain reliever it was okay. What I did notice was my anxiety was gone and I felt very calm, not out of it just calm and focused with a very positive outlook. Hopefully more research will be done as it would seem I&#;m not the only person who has experienced this.""",2,7
51552,"""Although it does relieves some of my I get constipation. I take  mg every  to  hours. My pain is relieved for approximately  hours then gradually comes back.""",4,7
51588,"""It did not work for me at all. I felt no difference and it did not bring my anxiety down.""",2,2
51594,"""A doctor gave me Ultram with Trazadone for a sprained wrist and insomnia/anxiety. I took them both at bedtime and by morning I was throwing up with one of the worst headaches of my life, on my birthday. I threw up all day.""",4,7
51611,"""A client who is a psychiatrist recommended that I go in for testing. After  days of tests &amp; my history the Dr. concluded I have suffered from ADHD most of my life &amp; I&#;ve developed coping mechanisms to get me through but the untreated issue was contributing to my depression &amp; social anxiety. Vyvanse is the most amazing thing to happen to my life, I feel normal for the first time ever! I&#;m productive, healthy, focused, active, and social. I had to stop taking it for a yr due to insurance issues &amp; during that time I gained an unhealthy amount of weight, was depressed, binge eating, and completely lost. Since back on it, I&#;ve realized that it&#;s not something I should be removed from my lifestyle if I want to remain happy and healthy.""",1,6
51712,"""Accutane is a miracle worker! Although its such a hassle to get the medication, what with the restrictions and blood tests and questions, it is completely worth it. I did experience some of the common side effects, those being extremely dry everything, and the occasional headache... and depression. But beyond that it is worth it to no end. I also would suggest not drinking while on Accutane. If you plan on drinking, drink in moderation. The first time I drank on Accutane the next day my face broke out and I got a rash on my arms. """,0,5
51732,"""Due to my increasing anxiety and panic attacks I was prescribed Lexapro mg. During the first few weeks I became very sensitive and would nearly cry over simple things like a customer saying &quot;please don&#;t put this item in the bag with that item...&quot;. I had very high blood pressure, bad headaches, rapid heart beat, I would feel weak and my body would start shaking (especially my hands). One time I even thought I was having a minor heart attack. I decided to ween off Lexapro and change medication.""",2,3
