,review,condition,drugName,card2vec
1100,son  diagnosed adderall finally came rescue eventually work long enough give wakeup dose mg ir am xr dose pm ir dose help aftercare homework continued work  years tried intuniv odd impulsivity leading threats suspending school  days realized bp lower low didnt pass  weeks reacting people longer calm side emotional everything impulsive defiant decided take least say tried work son may others,88,1711,"[0.9130021929740906, 1.2369341850280762, -1.1033923625946045, 0.23035076260566711, 0.06777207553386688, -0.26036205887794495, 0.46174612641334534, 0.9032598733901978, 0.17208227515220642, 0.973940908908844, 0.7091880440711975, -0.4668271541595459, -0.19399504363536835, -0.1122155711054802, -0.06514976918697357, -0.00586373545229435, -0.2524430751800537, -0.4604571759700775, -0.035230934619903564, 0.834938645362854, 0.45383450388908386, 0.32451358437538147, 0.41512730717658997, -0.5758193135261536, 0.6054050326347351, -0.6456425786018372, -0.23616883158683777, -0.775897741317749, -0.0684303268790245, 0.693217933177948, 0.19325275719165802, 0.4520743191242218, -0.27573931217193604, 1.6336791515350342, -0.5404472947120667, -0.5931033492088318, 0.6825951933860779, 0.73707515001297, -0.11082126200199127, 1.1020572185516357, -0.6246318221092224, 0.07575114071369171, -1.0761511325836182, 0.19542989134788513, 0.0243904460221529, 0.04919441416859627, -1.0367456674575806, 1.1248174905776978, 0.6735313534736633, 1.1044588088989258, -0.40066078305244446, -0.6065252423286438, -0.3545687794685364, -0.5341598987579346, 0.08714631199836731, -0.1918351650238037, -0.7699426412582397, 0.8005951642990112, 1.2595406770706177, -0.30273064970970154, -0.8522018194198608, 0.48562222719192505, -0.6691185832023621, 0.6845893859863281]"
1101,medicine godsend literally felt like grew helps much bi polar disorder used walk street wonder passing cars thought wondered thought walked silly weird true month medication life changed focused mood swings sever used mood swings would last four sometimes six months time medicine changed life feel though effects life changing even stopped taking medication still felt affects felt recommend stopping taking medication though mood swings gradually find way back life,172,1814,"[-0.28101927042007446, 1.4317017793655396, -0.176211416721344, 0.10331177711486816, 0.1918402910232544, 0.4476105272769928, -0.5047151446342468, -0.5800378918647766, -0.6940296292304993, 0.4967290461063385, -1.4578394889831543, 0.15649482607841492, -0.7387229800224304, -0.3224865198135376, -0.10264325141906738, -0.40351197123527527, 0.17398865520954132, -0.46940281987190247, 0.5653295516967773, -1.8125911951065063, 1.1151689291000366, -0.3513372242450714, -0.3194722533226013, -0.28655940294265747, 1.5030605792999268, -0.6858289241790771, -0.41299495100975037, -0.219615176320076, -0.09164052456617355, 0.18650060892105103, 0.40736910700798035, -0.41788461804389954, -1.243550181388855, -1.061725378036499, -0.23801088333129883, -0.3419182598590851, 0.25827816128730774, -0.36645153164863586, -1.3239119052886963, 0.027784112840890884, -0.2695835530757904, 0.3918478190898895, 1.7770689725875854, -0.792224645614624, 0.48710504174232483, -0.05121913552284241, -0.9530091881752014, -0.5510358214378357, 0.11342981457710266, -0.7441411018371582, -1.4340521097183228, -0.5831948518753052, -0.316485196352005, -0.8526976704597473, 1.1828858852386475, 0.11565276235342026, -0.13167929649353027, 0.4348859488964081, 0.9228367209434509, 0.01736059971153736, 0.4984279274940491, -0.955700159072876, 1.0079288482666016, -0.40436264872550964]"
1102,started taking medication soon diagnosed inherited seizure disorder although havent seizure ever since began take medication good meds working side effects horrible would often feel disoriented saw great amount weight loss may apply everyone everyone different experience medication,753,3154,"[0.7984293103218079, 0.11327941715717316, 0.21425896883010864, 0.031104380264878273, 0.5977908968925476, -0.05564090982079506, -0.16844969987869263, -1.2438151836395264, 0.4146263003349304, 0.21657931804656982, 0.06528554856777191, -0.01654600352048874, -0.522392749786377, -1.0231589078903198, -0.1857747584581375, -0.2912220358848572, -0.011443166062235832, -1.2942670583724976, -0.032753098756074905, 0.2010989487171173, 0.5975157022476196, 0.4224591851234436, 0.3473469018936157, 0.5117406249046326, -0.26913729310035706, -0.22540682554244995, 0.2422451227903366, -0.43880337476730347, -0.6978197693824768, 0.5350331664085388, 0.6086696982383728, -0.5133882164955139, -0.8476325869560242, -0.00637211836874485, -0.41165482997894287, 0.7037366032600403, 1.3580535650253296, 0.30928662419319153, -0.23998746275901794, -0.10832520574331284, -0.3438851237297058, 0.8249475359916687, 0.09576917439699173, -0.6331378817558289, 0.18920017778873444, -0.5111730098724365, -1.1333030462265015, -0.6853120923042297, 1.0877987146377563, -0.2133912742137909, -0.710513710975647, 0.2060503512620926, -0.22389426827430725, 0.22171610593795776, 0.8842652440071106, -1.0050673484802246, -0.7280435562133789, -0.07230887562036514, 0.4655592441558838, 0.21266484260559082, -0.32299908995628357, -0.07153286039829254, -0.018949950113892555, -0.0038786260411143303]"
1103,love medicine sweat anymore dont armpit stains wear whatever want without worrying sweating excessive sweating try product,415,1631,"[-0.35654541850090027, 0.04418419301509857, -0.07333778589963913, -0.3540177345275879, 0.17067568004131317, -0.35840097069740295, 0.047717269510030746, -0.006890254095196724, -0.5841314196586609, 0.09265182167291641, 1.0345908403396606, 0.39701879024505615, -0.3223031759262085, -0.32265928387641907, 0.33635079860687256, 0.3034411072731018, 1.1776202917099, 0.020229823887348175, 0.31745755672454834, -0.26267334818840027, -0.22537092864513397, -0.8535192608833313, -0.37366315722465515, -0.42206117510795593, 0.4748528003692627, 0.5223554968833923, -0.24787357449531555, -0.16609089076519012, -0.31215861439704895, 0.47089874744415283, 0.17749731242656708, 0.14264702796936035, -0.4192645847797394, -0.05078805238008499, 0.11065801233053207, -0.29534101486206055, 0.6238497495651245, 0.5976424813270569, -0.17847637832164764, 0.5089115500450134, 0.17970260977745056, -0.26604315638542175, 0.29400715231895447, -0.24923855066299438, -0.19837571680545807, -0.09112205356359482, -0.6818696856498718, 0.2980904281139374, 0.1236845850944519, -0.392147958278656, 0.014270713552832603, 0.23975345492362976, 0.04900160804390907, -0.5308598279953003, 0.5122407674789429, -0.14264537394046783, -0.0009926705388352275, 0.17623941600322723, 1.0373382568359375, -0.035460468381643295, -0.39497578144073486, -0.36573100090026855, -0.04761327803134918, -0.4397246539592743]"
1104,rd week improvement increased pain swelling fever exponentially increased quotcorequot temp quothot jointsquot decreased energy frequent headache increased depression didnt know things could get worse already hanging mine every single joint quotunrelentingquot dont really flares cuz mine constant daily nightly pain swelling fever,732,3148,"[-0.10648050159215927, 0.1778450757265091, -0.8638900518417358, 0.6795720458030701, 0.9232040047645569, 0.16465583443641663, 0.510592520236969, -0.5290136337280273, 0.4953296184539795, -0.784574568271637, 0.023942556232213974, 0.5341882705688477, 0.1145869717001915, -1.6196985244750977, 0.37703007459640503, 1.0949130058288574, 0.26985523104667664, -0.4187258183956146, 0.19765570759773254, -0.3022344410419464, 1.1432830095291138, -0.8806269764900208, 0.1360933929681778, -0.8040711283683777, 0.5740983486175537, 0.4490380883216858, -0.18389892578125, -0.42660555243492126, -0.18546037375926971, 0.5641562938690186, -0.18333695828914642, -0.9588125944137573, -0.3747413754463196, 0.16335585713386536, 0.010334900580346584, -0.027409980073571205, 0.9687153697013855, 1.3414708375930786, -1.0019553899765015, 0.23059117794036865, -0.390491783618927, 0.034640077501535416, -1.0361213684082031, 0.03219678997993469, 0.24006512761116028, 0.1940641552209854, -0.13014259934425354, -0.5186022520065308, 0.07062982767820358, -0.8518264889717102, 0.2808243930339813, -0.16681259870529175, 0.7618801593780518, 0.2625269293785095, 0.9415236115455627, -0.310079425573349, -0.23035553097724915, 0.8207440972328186, 1.2026880979537964, 0.11469607055187225, 0.08652927726507187, -0.17737847566604614, -0.7802636027336121, 0.08755888044834137]"
1105,suffered severe pain  years following motorcycle accident time tried every sort pain relief available mainly narcotic drugs found bad pain earlier year prescribed lyrica far pain relief goesfantastic months x mg cap per day experienced total confusion unable perform daily tasks work home becoming agitated experienced suicidal thoughts things returned normal week taking lyrica worked well tempted give another go good feel pain anymore,624,2597,"[-0.16964955627918243, 0.6730652451515198, -0.6033828854560852, 1.8899004459381104, -0.5268684029579163, -0.35558590292930603, 0.5657374262809753, 0.12222746759653091, -0.16445443034172058, -1.3625965118408203, -0.4805396497249603, 0.5468365550041199, -0.36430856585502625, -0.8073786497116089, -0.7728135585784912, -0.5276443362236023, -0.021354665979743004, -0.9385640621185303, 0.8603757619857788, -0.2649926543235779, 1.2975095510482788, 0.8316270112991333, -0.35242587327957153, -0.27714288234710693, 0.06473586708307266, -0.6086175441741943, -0.6554819941520691, 1.0120441913604736, -0.7047742605209351, 0.49394896626472473, 1.4300968647003174, 0.7944779992103577, -0.4636859595775604, 0.49905431270599365, 0.32180777192115784, 0.2903711795806885, 0.4148564040660858, 0.6987226009368896, 0.016982071101665497, 0.03116302564740181, -0.5732436776161194, 0.2809330224990845, -0.650693953037262, -0.05401883274316788, 0.22988790273666382, -0.33034440875053406, -0.1324273943901062, 0.4095146358013153, 0.5199263095855713, 0.702308714389801, -0.2949211001396179, 0.6790266036987305, 0.2809731066226959, -0.5833937525749207, 0.023100614547729492, 0.15790508687496185, -1.0248898267745972, -0.17107915878295898, 0.322468101978302, -0.059687111526727676, 0.2570338547229767, 0.5417778491973877, -0.8508317470550537, 0.8301771879196167]"
1106,son wife came bad cases flu started experience extreme chest tightness cough fever five days later took first dose tamiflu  hours experiencing symptoms within  hours feeling  better within  hours  better side effects simply miracle drug everyone box medicine cabinet,455,3058,"[0.15385282039642334, -0.6050950884819031, -0.9274634718894958, 0.4820335805416107, 0.8472377061843872, -0.8435090184211731, 0.10389405488967896, -1.310184121131897, 0.4932030141353607, -0.1068689227104187, -0.42738568782806396, 0.3850862979888916, -0.053178656846284866, -0.7852209210395813, 0.14420966804027557, -0.2811067998409271, 0.37574487924575806, -0.2066926658153534, 0.15359936654567719, 0.4181102216243744, 0.33669644594192505, -0.1466967910528183, 0.48778292536735535, -0.24613699316978455, 0.767532467842102, 0.214516282081604, -0.0701533854007721, -0.42347395420074463, -0.8382853269577026, -0.23852959275245667, 0.08288370817899704, -0.13722188770771027, -0.7992072105407715, -0.12930867075920105, 0.010967077687382698, 0.11850287020206451, 0.04648026451468468, 0.7895907163619995, -1.1360982656478882, -0.41856735944747925, -0.42194291949272156, -0.15323901176452637, 0.19327083230018616, -0.9943008422851562, -0.34407585859298706, -0.6853832006454468, 0.05635662004351616, -0.25131237506866455, 0.5445308685302734, 0.18287955224514008, -0.6486880779266357, -0.7247148752212524, -0.028649337589740753, -0.6432673931121826, 0.9328864216804504, 0.22761167585849762, -0.27595049142837524, 0.9022859930992126, 0.0031442842446267605, -0.04291734844446182, 0.6357665061950684, 0.5618464946746826, -1.0039541721343994, 0.7526093125343323]"
1107,took top taking depression fatigue ill put good first supplement amazing makes feel much confident much less socially anxious able assertive fatigue interested things feel joy looking mountains started increasing facial twitches also ritalin brought sjw feels kind like drug like ritalin much lower ive got say feel pretty good taking take mg morning double dose  single dose around  sometimes take another dose around  pm feel like dont need anymore highly recommend,272,2976,"[1.1698414087295532, 0.04708152264356613, -0.4684344232082367, 1.3663004636764526, 0.5638803243637085, -0.6715990304946899, 0.8669034838676453, 0.13363078236579895, 0.5530593395233154, -0.431180477142334, -0.5914274454116821, -1.0219131708145142, -1.4638683795928955, -0.9189794659614563, 0.4787622094154358, 0.40722182393074036, 0.5736096501350403, -0.6132048964500427, 0.7139131426811218, -0.4797692596912384, 2.36767578125, 0.13876760005950928, -0.35022619366645813, -0.7477521300315857, -0.3177737891674042, 0.5694615840911865, -0.2696094810962677, -1.490378499031067, 0.9536988735198975, 0.08467895537614822, 0.34156814217567444, -0.23393145203590393, -0.7445200681686401, -0.6965379118919373, 0.8046537637710571, 1.1833664178848267, -0.0026331795379519463, -0.30143722891807556, -0.9001173973083496, 0.07055436074733734, 1.392143964767456, 0.7664147615432739, -0.45872798562049866, -0.7255593538284302, 0.6141577363014221, 0.234391450881958, -0.238205686211586, 0.9282515645027161, 0.2908291816711426, -0.569618284702301, -0.2057427167892456, -0.31086763739585876, -0.6791087985038757, -0.24147483706474304, 0.17000901699066162, 0.12105881422758102, -0.7461296916007996, 0.2293965071439743, -0.09683916717767715, -1.3642903566360474, -0.3978210985660553, -1.3329448699951172, -0.32345056533813477, -0.14444150030612946]"
1108, years old third pack possibly fourth cant remember sure birth control first two months great didnt notice side effects period normal past month though ive started notice lot nausea headaches recently depression anxiety increased tenfold gone roof cant stop crying everything im mess time its time stop bc its making life living hell,173,1903,"[-0.5057784914970398, 0.901076078414917, -1.0625884532928467, 0.3952103555202484, 0.4953067898750305, 0.8300668001174927, -0.3463241457939148, -0.5523927211761475, 0.7271048426628113, 0.011659637093544006, 0.46407684683799744, 0.4892140328884125, -1.0141019821166992, -0.31906333565711975, -0.7055372595787048, 0.28770971298217773, 0.8400841951370239, -0.03971909359097481, 0.19256578385829926, -0.22043371200561523, 0.5078286528587341, -0.5781496167182922, -0.5165557265281677, -0.19645634293556213, -1.165755271911621, 0.4644281268119812, 0.3515856862068176, 0.029960673302412033, -0.14590828120708466, -0.1098172664642334, 0.08980051428079605, -0.14481177926063538, 0.39320439100265503, 0.4419668912887573, -0.3770507574081421, -0.28488612174987793, -0.2974555492401123, 0.9946334362030029, 0.3104519844055176, 0.752801239490509, -0.6602328419685364, 1.2801239490509033, 0.42252299189567566, -0.33919328451156616, 0.3522738218307495, 1.0270053148269653, -0.7331698536872864, -0.5085118412971497, 0.3878393769264221, -0.9981323480606079, -1.2676266431808472, -0.06952548027038574, 0.7052152156829834, -0.7077351212501526, 0.22937190532684326, -0.034783247858285904, 0.18146634101867676, 0.2951588034629822, 0.688707709312439, -0.2631784677505493, 0.19441622495651245, -0.6558308601379395, -0.3666398227214813, 0.35607507824897766]"
1109,switched rythmol toporal checking heart hasnt done quotafibquot type things horrible metalic taste wish would go away outside seems ok far let know thoughts  year old male,146,2839,"[-0.4295845329761505, 0.19315558671951294, -0.9280844926834106, 0.12602466344833374, 0.604456901550293, -0.6176584362983704, -0.3369956910610199, -0.30366066098213196, -0.10037986934185028, -0.21014033257961273, 0.2354072481393814, 0.4881879389286041, -0.8081373572349548, -0.609377384185791, -0.29459068179130554, 0.31756988167762756, 0.2779931426048279, -0.0072769601829349995, 0.189395010471344, 0.009143649600446224, 0.7215505242347717, 0.16355077922344208, 0.22334697842597961, 0.09005468338727951, 0.1964901238679886, -0.2205408811569214, -0.6728178262710571, -0.04493601247668266, -0.70014888048172, 0.21793964505195618, 0.6183935403823853, -0.24707768857479095, -0.51447594165802, -0.5318976640701294, 0.3697020709514618, 0.32751625776290894, 0.46211719512939453, 0.4301033020019531, -0.006945901084691286, -0.3774256706237793, -0.3098107576370239, -0.35940060019493103, -0.19336284697055817, -0.38951998949050903, -0.15506871044635773, -0.4093073904514313, -0.6206254959106445, 0.41860243678092957, 0.09550466388463974, 0.04034850001335144, -0.25505486130714417, 0.40086454153060913, -0.14451010525226593, -0.6364326477050781, 0.288702130317688, 0.34406059980392456, -0.011907086707651615, -0.574288547039032, 0.7725606560707092, -0.0504724457859993, -0.23309317231178284, -0.5542329549789429, -0.9647411108016968, 0.29741373658180237]"
