,condition,card2vec,drugName
342,374,"[-0.18557387590408325, 0.3361501395702362, 0.22604046761989594, -0.10452935099601746, 0.6417078375816345, -0.6937673687934875, 0.3357797861099243, 0.06836429238319397, 0.008488870225846767, -0.0685613751411438, 0.5460183620452881, 0.849880039691925, -0.764718234539032, -1.293352723121643, 0.05675108730792999, 0.6126185655593872, 0.1889345347881317, -0.4684564471244812, -0.4181285798549652, 0.2267986536026001, 0.6272199749946594, -0.6104528307914734, 0.4162811040878296, -0.13613073527812958, 0.12340158969163895, 0.18359951674938202, -1.1501717567443848, 0.3419637978076935, -0.40940821170806885, 0.49772387742996216, 0.8380683064460754, 0.6989152431488037, -0.42868146300315857, 0.5303554534912109, -0.18742230534553528, 0.49092206358909607, 0.5228361487388611, 0.5280377268791199, -0.19787153601646423, -0.4942842125892639, -0.002460458315908909, 0.4410708248615265, 0.2306092381477356, -0.44121867418289185, -0.40236595273017883, -0.7001768350601196, -0.8061140775680542, 0.44609004259109497, 0.42109885811805725, 0.1757509559392929, -0.4319458603858948, -0.0967288389801979, -0.01020051445811987, 0.09850502759218216, 0.6027421951293945, 0.20669583976268768, -0.33126094937324524, 0.6867090463638306, 0.6549514532089233, -0.4031817615032196, -0.32391369342803955, -0.15023960173130035, -1.166419267654419, 0.11464038491249084]",27
343,647,"[-0.009804798290133476, -0.7087186574935913, 0.0631459504365921, 0.24215738475322723, 0.7643686532974243, 0.11858253926038742, 0.12207876890897751, 0.08867471665143967, -0.5475509762763977, 0.12935608625411987, 0.25640612840652466, -0.09597500413656235, -0.27769652009010315, -0.5872449278831482, -0.07168062776327133, -0.5517683029174805, 0.1519252359867096, -0.032359059900045395, 0.5325844883918762, 0.45843011140823364, 0.030291063711047173, -0.08002999424934387, 0.904605507850647, 0.2761172652244568, -0.4406984746456146, -0.13875623047351837, 0.16992101073265076, 0.2552659511566162, -0.30917635560035706, 0.22509562969207764, 0.5533629059791565, 0.3639814257621765, -0.6364319324493408, 0.3811568021774292, 0.039172861725091934, 0.13941460847854614, -0.49520623683929443, 1.0470188856124878, -0.6850970983505249, 0.30923664569854736, 0.2272513061761856, 0.13257473707199097, 0.6019724607467651, -0.40242451429367065, -0.04462682083249092, -0.2775880694389343, 0.09370379894971848, 0.3597952425479889, -0.27720028162002563, -1.4890012741088867, -0.44408026337623596, 0.0639493316411972, 0.7680211663246155, -0.05126356706023216, 0.20605888962745667, 0.05865896865725517, 0.4979381263256073, 0.5115343332290649, 0.6292650103569031, -0.016847288236021996, 0.3107813596725464, 0.13634417951107025, -0.7569199800491333, -0.027629222720861435]",2206
344,173,"[0.2644651532173157, 0.08947604894638062, -0.4052616357803345, -1.6395150423049927, -0.8674083948135376, 0.9888650178909302, 0.34646934270858765, 0.2740345895290375, 0.09367282688617706, -0.3754064738750458, 1.0896241664886475, 0.7597522735595703, -0.23986633121967316, -0.05449487641453743, -0.8577765822410583, 0.27657103538513184, 0.713750422000885, 0.3912107050418854, -0.12260954082012177, -0.14600221812725067, -0.1789969503879547, -0.8499040007591248, 0.13427160680294037, 0.6938999891281128, 0.16696660220623016, -0.09098147600889206, -0.7456395626068115, 0.0650283545255661, 0.6972430348396301, 0.9743847846984863, -0.3211659789085388, 0.22531984746456146, 0.5635557174682617, 0.4157838821411133, 0.6658175587654114, -0.23046262562274933, 0.3701067268848419, 1.6364414691925049, 0.22763831913471222, 0.5017046928405762, -0.5727296471595764, -0.6696496605873108, -0.5881306529045105, -0.36223548650741577, -0.05133924260735512, -0.014932348392903805, -1.3698781728744507, -1.121924638748169, -0.23704414069652557, -0.14160394668579102, -1.3731838464736938, -0.6390261054039001, 0.6092918515205383, 0.0661843791604042, 1.0639106035232544, 0.3021757900714874, 0.22230809926986694, 1.2705519199371338, 1.4363888502120972, -0.7389110326766968, 0.5174062252044678, 0.19356270134449005, -0.5817162394523621, -0.14881758391857147]",2016
345,425,"[0.004998445976525545, 1.1499345302581787, -0.5180119276046753, 0.9480304718017578, 1.2229760885238647, 0.6087213754653931, -0.25344955921173096, -0.21797019243240356, -0.27516674995422363, 0.09873643517494202, 0.01248866505920887, -0.3903818726539612, -0.12838920950889587, -0.5302558541297913, 0.434621661901474, 0.30003848671913147, -0.20675085484981537, -0.14685985445976257, -0.6236538290977478, -0.10887466371059418, 1.0934094190597534, 0.31251439452171326, 0.0448470301926136, 0.2403246909379959, 1.1445225477218628, -0.33726733922958374, 0.1637473702430725, -0.7010880708694458, 1.081891417503357, 0.641894519329071, 0.8268817067146301, -0.9882745742797852, -0.7417346835136414, 0.40708863735198975, -0.19965870678424835, 0.3053964376449585, 0.7371909022331238, 0.18731346726417542, -1.9045331478118896, -0.6617563366889954, 0.6709945201873779, 0.7254230380058289, 0.41128838062286377, -0.06271486729383469, 0.6527377963066101, 0.04629550129175186, 0.22629116475582123, 0.6539764404296875, 0.004287813324481249, -0.6306814551353455, -0.09550946205854416, -0.0739356055855751, 0.7763083577156067, -0.38174957036972046, 0.8469005227088928, 0.5302026867866516, -0.20357146859169006, 1.053969144821167, 0.9666463136672974, -0.9807897806167603, -0.11164408922195435, -0.13679684698581696, 0.9064413905143738, 0.20680144429206848]",2325
346,190,"[0.14729896187782288, 0.088129423558712, 0.47108015418052673, -0.08195680379867554, 1.0211910009384155, -0.05764780938625336, 0.16925287246704102, -0.35050880908966064, -0.586208701133728, -0.3256179690361023, 0.025648385286331177, 0.034464944154024124, 0.009459424763917923, -0.9178686141967773, 0.2961407005786896, -0.024135030806064606, 0.27950519323349, -0.22691796720027924, -0.4641130864620209, -0.2266397923231125, 0.3536301851272583, -0.07290226966142654, 0.4816400408744812, -0.07688803970813751, 0.3940023183822632, 0.2967270016670227, -0.30970123410224915, -0.18966984748840332, -0.7728347182273865, 0.8993462920188904, 0.5190476179122925, -0.008370134979486465, -0.75421142578125, 0.25368574261665344, 0.1565617322921753, 0.10342493653297424, 0.5515727996826172, 0.43997129797935486, 0.1173795536160469, 0.3345085680484772, -0.08398674428462982, -0.06943880766630173, 0.12631122767925262, -0.08243152499198914, 0.024554861709475517, 0.4208824932575226, 0.3275718092918396, -0.31647565960884094, -0.0014808560954406857, 0.07110577821731567, 0.1076834425330162, -0.24805212020874023, 0.012400493025779724, -0.008319837972521782, 0.7884864211082458, 0.5863485932350159, 0.05438641831278801, 0.17034460604190826, 0.03445618972182274, -0.3613855242729187, 0.004432537127286196, -0.28650397062301636, -0.1961284577846527, 0.22139857709407806]",2155
347,220,"[0.0665266364812851, 0.21675795316696167, 0.06332346796989441, -0.07851938903331757, 0.034406691789627075, -0.18941855430603027, -0.2733706831932068, -0.35934099555015564, -0.04069265350699425, 0.10531549155712128, -0.3880470097064972, -0.13372525572776794, -0.7228795289993286, -0.7063190340995789, -0.33545640110969543, 0.16984233260154724, -0.4997197091579437, -1.0184317827224731, 0.11345919221639633, -0.1312435120344162, 0.1911352127790451, -0.11968639492988586, 0.27733469009399414, 0.18672916293144226, -0.7072049379348755, -0.10923334956169128, -0.20019547641277313, -0.6156495213508606, -0.33404263854026794, 0.8836708664894104, 0.4543686807155609, -0.029119962826371193, -0.7947936654090881, -0.3755599558353424, -0.6788163185119629, -0.050251882523298264, 0.8353843688964844, -0.12880058586597443, 0.016874372959136963, 0.7586607336997986, -0.11683312803506851, 0.7637590169906616, 0.4297289550304413, -0.6175572872161865, -0.47412827610969543, -0.4293835163116455, -0.7997991442680359, 0.18461553752422333, 0.6139096021652222, -0.03758769482374191, -0.6121734380722046, 0.4287770688533783, 0.389620840549469, -0.6048477292060852, -0.11483008414506912, -0.006305871065706015, -0.055596839636564255, 0.33228418231010437, 0.3323588967323303, -0.2625157833099365, -0.43979156017303467, -1.1274209022521973, -0.4570907950401306, 0.11390186101198196]",2057
348,624,"[0.2804814875125885, -0.7736853957176208, 0.12225943058729172, 0.4286804497241974, -0.6364468336105347, -0.6421492099761963, 0.6540879011154175, 0.26528504490852356, -0.4236087203025818, 0.0121327368542552, -0.031765203922986984, 0.17142917215824127, -0.409401535987854, -1.0673714876174927, 0.20149652659893036, -0.47445806860923767, 0.47861582040786743, -0.027290700003504753, 0.5094621181488037, 0.01571044512093067, 0.7009816765785217, -0.0705002099275589, -0.4438369572162628, -0.2583814263343811, -0.5661340951919556, -0.3531394898891449, -1.2590066194534302, -0.8745186924934387, -0.8958987593650818, 1.02568519115448, 0.022433748468756676, 0.046879932284355164, -0.8793227076530457, -0.21822312474250793, -0.15962576866149902, -0.3715548515319824, 0.818466067314148, 0.8825121521949768, -0.4611609876155853, 0.9507657885551453, -0.22566232085227966, -0.24966207146644592, -0.5163163542747498, 0.38724565505981445, -0.5354730486869812, -0.4072123169898987, -0.22274765372276306, -0.22361525893211365, -0.3439931571483612, 0.4739026129245758, 0.004944751039147377, 0.42521706223487854, 0.07638733834028244, 0.03616371005773544, 0.2023945450782776, -0.4110778272151947, -1.1882930994033813, -0.1592789590358734, 0.9862039089202881, -0.6757758259773254, -0.23112963140010834, 0.03954404965043068, -0.7636593580245972, 0.21458737552165985]",779
349,525,"[-0.09548893570899963, 0.004404985345900059, -0.281247079372406, -0.020586105063557625, 0.029902109876275063, -0.10499940067529678, -0.10778132826089859, -0.06071674823760986, -0.15466812252998352, 0.13339507579803467, -0.0933016911149025, 0.12220153957605362, -0.13218845427036285, -0.3604438602924347, -0.11581125855445862, -0.10530958324670792, -0.19011597335338593, -0.5057704448699951, -0.18002529442310333, 0.07115891575813293, 0.269275426864624, -0.08531174063682556, 0.1992555409669876, 0.0712033063173294, 0.13280759751796722, -0.12117260694503784, -0.27077516913414, -0.0977163016796112, 0.07760435342788696, 0.6441116333007812, 0.3261212706565857, 0.2518446445465088, -0.4964464604854584, -0.11067944765090942, -0.04502248018980026, 0.08860545605421066, 0.6155849099159241, 0.3920931816101074, -0.07765733450651169, 0.07051580399274826, 0.13352034986019135, 0.17953765392303467, 0.11077659577131271, -0.25420042872428894, -0.4224317669868469, -0.15075767040252686, -0.5264700651168823, -0.0018642607610672712, 0.229622483253479, -0.25342780351638794, -0.08847591280937195, 0.22592158615589142, 0.35752981901168823, -0.20722785592079163, 0.29476791620254517, 0.21864837408065796, -0.18050508201122284, 0.25321975350379944, 0.283327579498291, -0.08167067170143127, -0.06233849376440048, -0.09477443248033524, -0.16619816422462463, -0.04888475686311722]",470
350,525,"[-0.13093848526477814, 0.00144852080848068, -0.3001645505428314, -0.029224716126918793, 0.005064749624580145, -0.10104943066835403, -0.13149137794971466, -0.03874388709664345, -0.17592760920524597, 0.14906413853168488, -0.16202473640441895, 0.1149330586194992, -0.1272590458393097, -0.3330821692943573, -0.05651962012052536, -0.15403585135936737, -0.24137917160987854, -0.4427841901779175, -0.17103376984596252, 0.05043225362896919, 0.3030933141708374, -0.11119093745946884, 0.24758516252040863, 0.08409594744443893, 0.10985532402992249, -0.12127766013145447, -0.27209147810935974, -0.16263756155967712, 0.014386787079274654, 0.6345657706260681, 0.39479562640190125, 0.22833716869354248, -0.5730358362197876, -0.22651943564414978, -0.07773581892251968, 0.005061890929937363, 0.5662118196487427, 0.3905844986438751, -0.0690762847661972, 0.07775799930095673, 0.1679454743862152, 0.13723303377628326, 0.05468989908695221, -0.3259983956813812, -0.3893295228481293, -0.1600911170244217, -0.5385869741439819, 0.031309258192777634, 0.26653289794921875, -0.22044594585895538, -0.05117003992199898, 0.26267629861831665, 0.36071836948394775, -0.1574895828962326, 0.30580934882164, 0.18286468088626862, -0.16710571944713593, 0.2894311845302582, 0.2887786328792572, -0.06929117441177368, -0.09694182872772217, -0.09248381108045578, -0.10057812184095383, -0.041637614369392395]",26
351,525,"[-0.12711800634860992, 0.06312905251979828, -0.2839653491973877, 0.03751155734062195, 0.0004732168454211205, -0.04908348619937897, -0.14735206961631775, -0.08600626140832901, -0.16146418452262878, 0.143087238073349, -0.13795047998428345, 0.032291121780872345, -0.13052357733249664, -0.31218910217285156, -0.12216270714998245, -0.10075004398822784, -0.16448430716991425, -0.41780513525009155, -0.24323339760303497, 0.03160717338323593, 0.1982802003622055, -0.06212186813354492, 0.17122173309326172, 0.10001726448535919, 0.20893199741840363, -0.13867683708667755, -0.2680090367794037, -0.13971194624900818, 0.02468154951930046, 0.6240893602371216, 0.29404500126838684, 0.20473794639110565, -0.5383419990539551, -0.12526768445968628, -0.10695252567529678, 0.04641193524003029, 0.559323787689209, 0.3961731791496277, -0.10233813524246216, 0.11732840538024902, 0.20506247878074646, 0.2216295748949051, 0.10390018671751022, -0.2708669900894165, -0.33534637093544006, -0.06141558289527893, -0.4439651370048523, 0.052297625690698624, 0.2127668410539627, -0.24972651898860931, -0.05217588320374489, 0.17294509708881378, 0.39810478687286377, -0.21598055958747864, 0.2922174632549286, 0.25184062123298645, -0.10241258144378662, 0.2866148054599762, 0.21965914964675903, -0.04193306341767311, -0.02140597254037857, -0.05436726659536362, -0.08877358585596085, -0.07052327692508698]",27
352,99,"[0.22969797253608704, 0.5906859636306763, -0.2610204219818115, -0.34956735372543335, 0.2938132584095001, -0.7386993169784546, 1.0225269794464111, -0.4974804222583771, 0.03416202589869499, 0.09086857736110687, 0.6251997351646423, -0.4127058684825897, 0.3074038326740265, -1.3815375566482544, 0.22913287580013275, -0.7960845232009888, 1.2078723907470703, -1.5380609035491943, -0.7185177803039551, 0.08904485404491425, 1.080040693283081, 1.0726430416107178, 1.179802656173706, -0.03315448760986328, 0.4655461609363556, 0.21130481362342834, -0.4913279712200165, 0.8547620177268982, -1.0324647426605225, 0.4457756280899048, 0.2657422125339508, 0.50575852394104, -1.0520164966583252, 1.1924982070922852, 1.12518310546875, -0.5937627553939819, -0.6551700234413147, 0.2506473660469055, 0.5173346996307373, -0.7821604013442993, -1.0969034433364868, -0.43306764960289, -0.8568130731582642, -0.7308594584465027, 0.9024760723114014, -0.26565420627593994, -0.42691317200660706, -0.6107938885688782, 0.5163955092430115, 0.6934230327606201, -0.0746549516916275, -0.6260563135147095, -0.7880856990814209, 0.5863248109817505, -0.8191601037979126, 0.10466643422842026, -1.4697860479354858, -0.0680609941482544, 0.720780074596405, 0.08401794731616974, -0.2089381217956543, 0.07641462236642838, -0.45294269919395447, 0.8860036134719849]",2145
353,881,"[-0.09592477977275848, 0.32653674483299255, 0.10433391481637955, -0.20070217549800873, 0.40920451283454895, 0.11728337407112122, 0.25081804394721985, -0.06904960423707962, -0.274787962436676, -0.1275053769350052, 0.31199026107788086, 0.34683698415756226, -0.18936552107334137, -0.27155590057373047, 0.12943513691425323, 0.2470465898513794, 0.1907370388507843, 0.08916134387254715, 0.1388685256242752, 0.05307834967970848, 0.38340967893600464, -0.1611226499080658, 0.13338702917099, 0.18584075570106506, 0.49187329411506653, 0.4096842110157013, -0.259824275970459, -0.20728808641433716, -0.2556268572807312, 0.2761068642139435, 0.09826114773750305, 0.08361995965242386, -0.2939712405204773, 0.0210789293050766, 0.3422076106071472, 0.16679096221923828, 0.4395040273666382, 0.39531826972961426, -0.02461826242506504, -0.06739646941423416, -0.27855661511421204, -0.05698825418949127, 0.10596377402544022, 0.1388942450284958, 0.03297547623515129, -0.20763476192951202, -0.09764574468135834, 0.28629887104034424, -0.03416263684630394, 0.010204778052866459, -0.3271210789680481, -0.20756566524505615, 0.11508432030677795, -0.4456346929073334, 0.39742788672447205, 0.26560211181640625, -0.08604466170072556, -0.055177293717861176, 0.21606893837451935, -0.5153118371963501, -0.0017452024621888995, -0.5241314768791199, -0.33486664295196533, 0.16233547031879425]",2849
354,88,"[0.22513654828071594, 0.3780014216899872, -1.3782180547714233, 0.9782214164733887, 0.530184805393219, 0.5666930675506592, -0.907180905342102, 0.3889297842979431, 0.18763644993305206, 0.36274847388267517, 0.07765886932611465, -0.06429334729909897, 0.353904128074646, -0.5885409116744995, 0.1481967717409134, -0.13854777812957764, 0.4751488268375397, -0.07047218084335327, -0.0032129762694239616, -0.17547248303890228, 0.014161137863993645, 0.09609561413526535, -0.17315801978111267, -0.7394242882728577, 2.052446126937866, 0.22518642246723175, 0.08853527158498764, -1.485884428024292, -1.251375675201416, 0.5720266699790955, 0.4314498007297516, -1.3410087823867798, -0.49324366450309753, -0.7473647594451904, -0.041704945266246796, 0.8391194343566895, 0.5832957625389099, 0.3376587927341461, -1.081164836883545, -0.673759937286377, -0.801567792892456, 0.24080033600330353, -0.7689687013626099, -0.729623019695282, 0.4423273503780365, -0.15366366505622864, -0.7402297258377075, 0.5387072563171387, 0.40060943365097046, -0.8030009269714355, -0.05948231741786003, -0.8341614007949829, -0.7379460334777832, -1.3235646486282349, 0.6678919196128845, -0.5967362523078918, -0.8807806372642517, 0.44944649934768677, 0.34499436616897583, 0.1763927936553955, -0.19578076899051666, -0.012588121928274632, -0.7327126860618591, -0.3195432424545288]",481
